num_pedido;cpf_cliente;status;valor_total;dt_pedido;canal
53777;47486794845;pg;3402.10;21/01/2026;marketplace
57626;55282301601;CANCELADO;1071.10;2025-09-16;App 
53568;48118082903;pg;1376.16;26/11/2025;SITE
52913;231.126.257-22;Pago;3.131,70;2025-06-16;app
50085;50957443099;PENDENTE;2.427,89;11/10/2025;SITE
53722;98426732003;pendente;2079.52;11/02/2024;App 
67537;315.846.439-00;PAGO;2228.84;2024-08-04;marketplace
54263;84618028882;pendente;2943.89;2024-08-10;site
67817;145.461.574-52;CANCELADO;2.535,63;07/02/2025;app
64357;408.885.638-42;Pago;1.517,90;2024-07-19;SITE
66424;75556774749;pg;972.33;2025-04-09;SITE
61572;099.990.010-25;ENVIADO;2.358,05;16/07/2025;App 
52962;901.259.968-70;ENVIADO;1941.81;31/12/2024;SITE
64583;76029914006;ENVIADO;94,51;2024-06-08;App 
67658;313.574.087-06;Pago;3177.69;2025-08-26;marketplace
62724;417.468.135-04;pago;475,36;2025-09-24;App 
65763;72008091287;PAGO;1015.45;08/01/2026;marketplace
61196;984.738.439-83;PENDENTE;2.205,86;2024-04-18;SITE
67449;979.885.760-70;pago ;2672.50;16/04/2026;App 
64936;532.065.432-40;pago ;1946.98;2024-06-20;marketplace
52240;71569220921;PENDENTE;2842.01;04/04/2026;app
56655;103.216.580-43;PENDENTE;105.16;22/05/2024;SITE
53009;243.821.462-75;pago;2948.79;10/05/2024;app
56628;39318566581;cancelado;100,86;25/01/2026;SITE
53842;47669953500;PAGO;1.426,75;22/12/2024;marketplace
53264;884.869.996-00;pago;135,59;14/03/2024;marketplace
64722;940.247.028-07;Pago;2309.06;2025-10-08;App 
62095;683.353.910-33;CANCELADO;1.621,24;2025-09-27;app
66202;92611980900;cancelado;2202.93;2024-06-18;App 
62640;682.875.719-01;cancelado;1940.41;2026-03-14;site
63100;86608823266;CANCELADO;358.64;21/08/2025;marketplace
51098;47669953500;pg;787,75;2024-06-15;site
59120;733.682.876-05;pago;850.97;19/02/2024;marketplace
63883;84396099657;PENDENTE;3.015,58;10/02/2025;SITE
56991;13528338830;Pago;1.685,66;2026-04-25;App 
54548;693.257.260-50;Pago;1.832,98;29/11/2024;app
51628;14252611911;enviado;194,38;06/05/2024;marketplace
68169;12506821261;pago ;1.478,49;2024-01-12;marketplace
51696;58496200361;pendente;1388.56;04/04/2026;app
53414;203.069.516-57;pg;404.70;2024-12-20;marketplace
55999;795.529.910-80;ENVIADO;167.49;2025-12-08;SITE
62581;32702899609;canc;3.145,88;13/11/2025;marketplace
50272;83344146769;pago ;471.98;08/09/2025;marketplace
62915;759.212.996-50;PENDENTE;1835.33;11/08/2024;marketplace
61810;973.414.850-86;pendente;792.34;04/08/2025;SITE
50262;22829335244;ENVIADO;3.135,86;2025-08-04;site
54033;09885165606;pg;759.87;2026-03-01;app
67904;20928353435;ENVIADO;1341.28;2026-05-07;SITE
68941;51093282185;Pago;1380.98;22/11/2024;app
50934;194.474.690-00;canc;905,70;2025-01-14;SITE
69988;62572870304;Pago;3121.85;24/08/2024;SITE
58280;18016648037;ENVIADO;250,43;2024-04-06;App 
50440;740.639.590-66;pg;2.458,44;2024-03-20;app
50362;24770751877;CANCELADO;424.21;25/05/2026;app
53451;66072898602;pago ;2221.87;2025-05-14;app
63450;31112712852;pendente;1660.64;04/04/2025;marketplace
60419;758.101.410-05;cancelado;3426.55;2024-10-27;app
51314;393.483.557-08;pago ;383,89;2024-07-14;SITE
55240;682.611.147-08;PENDENTE;2359.09;2024-01-23;app
58091;49363568083;pago ;2.923,34;01/02/2026;marketplace
52959;87282063206;enviado;2.225,94;27/05/2025;SITE
63469;24165673811;pago ;3.232,31;04/06/2026;App 
69541;097.632.923-95;ENVIADO;1772.79;2025-12-16;site
65131;76252021350;PAGO;1.611,32;2025-11-09;site
65083;52325377415;PENDENTE;1918.71;03/06/2024;SITE
58144;80233108106;PAGO;2.999,36;2025-01-03;app
62926;36223982720;pago;505,90;26/04/2026;marketplace
65129;86243014674;cancelado;1275.84;2024-05-10;SITE
66455;417.837.659-41;PAGO;628.01;2024-03-04;SITE
52304;80645996360;canc;3.384,71;07/05/2025;app
59604;80504421875;ENVIADO;1.940,80;2024-04-17;app
56694;882.452.790-64;CANCELADO;344.48;2025-11-19;SITE
59896;103.202.240-07;canc;3382.62;13/05/2024;SITE
62823;546.652.289-90;enviado;1.078,84;00/01/2025;marketplace
54963;70766046478;pago;3.057,29;04/10/2025;site
65477;338.417.876-91;cancelado;266,74;04/02/2024;marketplace
55731;043.105.268-96;Pago;2337.02;15/03/2025;App 
60738;00886008409;pendente;1113.18;2026-05-25;App 
50954;327.132.090-05;CANCELADO;1.616,81;08/11/2025;SITE
57322;894.642.036-76;ENVIADO;1.198,87;24/11/2024;app
65048;93335623037;canc;1.549,01;2024-12-26;App 
67026;089.466.629-05;pg;1588.98;19/08/2025;marketplace
62329;44299613872;Pago;3029.08;17/04/2026;marketplace
65655;03849526070;pendente;271,74;2024-07-04;App 
63283;64558048211;ENVIADO;3244.51;2024-11-17;App 
50353;88486999600;pendente;2.886,35;16/02/2025;marketplace
54943;221.258.472-56;pago;3.449,01;2025-06-17;App 
53769;73368287605;enviado;1.542,14;2026-06-10;App 
54605;157.333.538-05;enviado;1.353,49;28/03/2026;marketplace
54137;33536853080;pago ;261,42;08/02/2025;SITE
55266;661.806.108-35;Pago;1657.22;17/01/2025;app
69885;360.014.523-18;PENDENTE;1.195,36;13/01/2024;SITE
57213;91713578581;pg;3065.22;04/04/2025;App 
69061;875.007.709-01;canc;2466.99;2026-03-28;app
63995;67666802960;cancelado;1.798,52;18/11/2024;marketplace
50343;79500345218;Pago;1.174,76;31/07/2025;marketplace
58722;89105482585;pg;2378.09;2024-08-06;app
68101;35519628203;ENVIADO;2780.60;15/02/2026;site
63929;72845401841;pago ;2.440,34;2025-01-13;marketplace
58384;66518999454;canc;1993.52;21/11/2024;App 
53154;690.972.732-00;PAGO;3131.07;2026-01-06;App 
64942;137.988.674-02;ENVIADO;692.52;2024-02-09;marketplace
52277;73614047660;CANCELADO;3.402,40;2025-08-03;App 
58557;599.672.562-22;CANCELADO;1.959,17;2026-04-01;site
54030;431.983.924-20;canc;1.360,08;2024-03-07;site
52887;37803717152;ENVIADO;3.350,52;2025-06-11;app
61508;308.321.216-06;pendente;1243.13;08/02/2025;site
65186;706.093.141-49;pendente;913,97;2024-08-10;site
68289;726.847.308-73;cancelado;2128.15;2025-03-27;marketplace
64188;89833119832;CANCELADO;3434.00;2025-12-09;App 
54944;920.696.569-77;pg;826.00;08/04/2024;marketplace
67001;805.337.851-03;Pago;1210.23;2025-09-04;App 
61035;341.252.866-80;CANCELADO;1.124,98;2024-04-07;marketplace
67921;438.250.086-90;cancelado;1942.75;14/09/2025;site
60933;72108727442;canc;1034.28;21/09/2025;app
65330;302.453.012-67;ENVIADO;3380.50;2025-07-06;App 
64694;12901487084;PAGO;2.134,84;2026-03-26;marketplace
52557;454.069.143-08;PENDENTE;2465.90;31/03/2026;SITE
57101;57047264299;CANCELADO;2.545,33;23/03/2024;App 
68140;069.651.482-68;pago ;877.43;04/04/2026;app
54546;65536018108;PENDENTE;3.062,17;13/01/2025;marketplace
63962;776.896.176-54;CANCELADO;1647.31;09/02/2026;site
63222;54665228990;Pago;1786.29;2024-04-06;app
50029;331.695.432-53;enviado;806,37;2025-01-29;marketplace
60873;863.794.026-91;Pago;166.12;25/12/2025;SITE
51515;111.697.366-96;CANCELADO;3143.88;2025-03-30;site
59509;41537405195;ENVIADO;3219.65;2026-03-13;App 
64611;36231755363;ENVIADO;1.354,12;21/07/2025;marketplace
66482;150.852.500-52;pg;3160.71;2024-07-26;site
59137;795.132.465-58;pago;2.983,44;31/05/2025;marketplace
69668;683.353.910-33;Pago;1.287,41;2024-07-15;app
54049;32790423300;CANCELADO;958.96;24/02/2025;App 
59205;029.406.957-76;Pago;2.312,60;01/04/2024;site
68659;467.264.401-46;cancelado;2.352,78;2024-03-12;App 
67415;78494771205;pg;68,12;2026-02-11;marketplace
54321;52807864708;Pago;1.719,27;19/01/2026;site
66883;09529055072;ENVIADO;2698.62;14/11/2025;site
59066;920.148.292-25;cancelado;1836.31;2025-09-06;App 
66588;33034584059;CANCELADO;1874.74;2024-04-02;marketplace
60780;892.419.562-08;pg;2.057,08;2024-05-28;marketplace
58743;174.816.743-02;pago;3.021,41;2026-01-03;app
68377;241.568.807-02;pendente;599,06;23/01/2024;App 
53813;00989727408;pago ;2163.39;2026-05-18;app
54243;08941079179;Pago;1461.16;17/01/2026;SITE
52096;58775222132;enviado;2.504,54;2025-11-16;app
52958;67080897424;CANCELADO;2135.75;2025-10-21;site
54558;95804940619;enviado;2.038,34;25/07/2024;App 
64098;73297741031;CANCELADO;2156.47;2026-06-03;App 
58770;815.198.545-36;PAGO;2731.73;14/03/2025;App 
69225;151.494.097-31;CANCELADO;3.033,44;03/06/2024;app
55912;97508290348;pago;1.847,53;2025-03-15;app
61064;16288448338;pago ;2657.81;18/10/2024;site
69980;74436023400;ENVIADO;1.845,02;01/01/2024;site
55548;625.840.409-05;pago;2138.67;23/10/2025;App 
67515;72787558836;cancelado;1379.26;2025-08-23;site
51915;661.008.987-64;pago;1277.82;2026-01-12;SITE
56977;327.676.596-96;cancelado;1688.61;2025-09-25;site
62561;817.246.191-79;Pago;1.120,63;2025-03-05;App 
66176;77565658863;pg;3.482,59;2024-08-30;site
52834;506.935.763-83;PAGO;1200.75;11/09/2025;App 
55281;07218508200;cancelado;3027.43;26/07/2024;site
52574;49079779644;cancelado;1166.23;13/04/2024;SITE
58566;33775312897;ENVIADO;374,68;17/07/2024;site
68703;51158270267;PENDENTE;2.232,18;16/04/2025;SITE
56758;69171591230;Pago;430.40;27/10/2024;app
62509;66014448551;CANCELADO;1296.23;2026-06-03;app
57452;32588076122;CANCELADO;2.679,56;18/12/2025;marketplace
63398;20036385638;pago ;1668.66;2024-02-18;marketplace
61790;81326598481;PENDENTE;957.04;28/01/2025;app
59839;473.156.639-83;PAGO;2.352,01;11/01/2025;marketplace
52184;427.775.225-02;pg;75,48;16/04/2025;app
68565;999.068.201-10;pago;1.142,51;25/10/2024;SITE
67902;20569815215;CANCELADO;1.374,63;25/11/2024;App 
54268;59221693350;canc;1100.75;09/05/2024;marketplace
51779;553.380.339-41;pago ;3.320,26;2026-01-08;marketplace
51135;52150164299;PAGO;3.234,90;25/12/2024;App 
57363;28504162745;canc;3275.18;24/10/2024;App 
61488;587.560.011-00;cancelado;466.48;2026-04-01;site
56073;034.717.545-71;cancelado;872.72;2025-10-15;site
66996;758.101.410-05;cancelado;1244.59;2024-04-23;SITE
64411;19070677601;PAGO;113.29;2026-02-25;site
60259;038.576.264-02;pago;3.427,35;21/01/2026;App 
61149;82176619102;pg;1.937,30;2024-06-08;marketplace
62766;21627573380;enviado;2.954,89;04/11/2024;app
62688;64576776576;pago;535,69;02/06/2024;app
67276;98878429589;PENDENTE;1385.23;15/10/2024;App 
56715;24043474113;pendente;2.160,45;2024-09-03;marketplace
54193;12590203551;ENVIADO;3494.57;31/07/2024;SITE
61589;99010263347;ENVIADO;1.091,75;2024-07-19;app
57682;484.809.473-90;pago;694,32;03/03/2025;SITE
61638;71883977401;PENDENTE;3.084,68;2026-02-11;SITE
55781;14252611911;enviado;3066.68;13/11/2025;marketplace
55420;871.834.100-48;ENVIADO;368.23;2024-11-25;app
63206;16733746115;PAGO;906.94;24/02/2025;app
50380;74964990990;cancelado;3.378,22;13/04/2024;SITE
66722;41763425010;PENDENTE;277,15;21/11/2024;marketplace
62619;406.547.651-89;enviado;151.63;2025-09-01;App 
64475;36201342192;canc;816,16;01/03/2026;marketplace
58206;10781871000;PENDENTE;735,58;2025-04-14;App 
62901;611.564.058-07;pago ;317,12;2026-01-04;marketplace
53553;140.334.418-32;pago ;1393.28;2025-04-18;SITE
61785;009.563.944-69;enviado;2.223,04;2024-09-14;marketplace
54428;362.239.827-20;PENDENTE;875.22;14/05/2025;site
55130;052.671.697-57;pendente;1.938,09;15/02/2024;app
57251;35083700620;ENVIADO;1996.92;13/02/2025;site
50913;40888563842;CANCELADO;620.31;27/02/2025;site
64569;188.156.754-00;canc;709,18;2024-06-26;SITE
57910;210.936.767-95;ENVIADO;2.769,49;2024-11-18;App 
67601;08178697785;pago;3447.46;2024-07-15;app
62224;30000886360;pendente;1.687,47;2024-12-13;App 
61409;70805310045;PENDENTE;1854.28;11/01/2024;app
52342;011.557.694-06;enviado;2.173,38;2024-04-02;SITE
59046;733.428.481-03;PENDENTE;1.356,99;2024-10-07;SITE
67280;85794941847;ENVIADO;3479.31;29/05/2024;site
69437;628.951.340-06;pago ;2919.99;15/10/2024;app
68897;081.441.529-64;CANCELADO;2.971,85;23/11/2024;SITE
60247;680.119.236-17;ENVIADO;1224.92;11/01/2025;site
68567;609.228.937-73;Pago;1044.15;05/11/2025;app
69886;212.446.416-77;cancelado;2.804,25;2025-12-09;app
53344;39162704940;Pago;1137.33;19/07/2024;App 
55270;165.423.567-97;PAGO;658.91;13/06/2026;App 
63403;965.082.695-50;pago;637,00;2026-05-14;app
53841;347.382.997-86;canc;561.44;17/03/2026;app
50533;191.155.652-54;enviado;1.608,84;2024-08-26;SITE
51706;04700622580;ENVIADO;3.103,12;18/01/2025;site
66749;459.053.754-02;pg;1384.33;2025-08-28;marketplace
56960;07610870870;pg;1847.54;2024-06-02;site
63540;363.718.923-20;canc;1673.09;2025-07-31;app
69968;882.426.559-60;Pago;1.579,96;14/02/2024;site
62822;358.845.490-08;cancelado;3067.70;15/01/2026;site
60883;579.457.595-64;pago;2346.93;2026-04-06;site
62837;310.108.965-47;canc;3492.09;2026-02-28;SITE
53723;35194199716;CANCELADO;2904.98;2024-07-05;SITE
67192;40828330050;enviado;2321.34;11/03/2026;site
54584;60812392760;Pago;189.24;2024-12-09;site
68431;53072772886;canc;3193.22;2026-03-02;SITE
61852;41505682860;pago;1804.88;23/11/2024;SITE
62182;222.629.365-52;enviado;995.10;04/06/2024;app
59729;588.537.982-38;enviado;2807.49;2025-07-19;SITE
63330;408.303.736-92;enviado;2.803,03;15/09/2025;marketplace
50237;79904636958;pendente;3.241,75;15/06/2026;app
59565;20562019090;PENDENTE;2.415,25;15/04/2026;App 
51277;298.838.041-48;PENDENTE;2.978,88;2025-05-29;marketplace
57239;260.354.258-36;pendente;95.03;04/03/2026;marketplace
58611;515.848.266-73;canc;3321.22;26/11/2024;site
62481;187.274.293-93;CANCELADO;1.985,34;2026-02-22;SITE
53220;05529580696;PENDENTE;1.760,48;2025-10-31;site
57280;62833455739;Pago;1.908,61;29/03/2025;SITE
53050;552.313.358-27;pendente;1.619,44;17/04/2024;App 
58835;758.598.934-26;PENDENTE;3.228,76;29/03/2026;App 
58284;98872754410;CANCELADO;3360.27;2026-03-21;App 
68563;62505073295;PENDENTE;833,80;07/03/2025;site
65305;74053625165;PAGO;435,98;02/04/2025;site
62020;359.544.294-64;canc;378,13;06/05/2024;marketplace
55007;879.788.845-11;pendente;2.599,69;2024-03-31;site
57265;77366098531;pendente;3.105,57;2024-02-10;marketplace
52732;548.720.124-29;enviado;837,76;2026-04-15;SITE
64527;92837752282;pendente;1182.08;25/11/2024;marketplace
67632;69708567558;ENVIADO;2.091,96;2025-01-15;app
55873;925.186.470-58;pendente;2.781,10;2024-12-11;marketplace
62853;14900666327;pago ;3.348,71;2026-04-03;site
57906;56108010363;cancelado;2.252,33;03/04/2024;App 
65902;185.199.683-41;canc;3135.74;02/08/2025;marketplace
59802;851.961.159-19;pendente;1531.13;2024-03-19;App 
54425;37830639655;PAGO;2.171,03;2025-04-14;marketplace
63058;18051051165;pg;2548.62;2025-12-13;site
54806;167.142.275-90;pendente;806,14;2025-12-25;app
60092;63375984901;pago;1.252,39;05/08/2025;App 
57035;123.828.258-04;pago;2164.17;2026-01-08;app
63054;994.580.284-42;Pago;956,86;2025-12-24;marketplace
64629;144.214.020-87;pago;2.482,98;21/02/2025;App 
51617;331.777.364-21;enviado;1.371,83;2024-06-13;marketplace
53964;885.085.424-29;CANCELADO;286,64;05/04/2024;site
52205;35219706471;PENDENTE;2007.94;2024-07-24;marketplace
61579;245.861.347-04;ENVIADO;391.94;04/04/2024;marketplace
52935;74769304528;CANCELADO;453,03;2024-01-06;SITE
57051;100.357.058-50;ENVIADO;1619.83;30/09/2025;marketplace
69916;44925305840;pago ;206.47;12/03/2025;marketplace
66651;619.431.142-85;pendente;166,32;19/05/2025;site
64668;19797972429;pendente;1788.09;06/02/2025;marketplace
57378;68835695457;enviado;1574.08;25/12/2025;site
55865;03986383492;enviado;1.663,45;27/08/2024;site
53562;945.703.176-85;pago ;2692.85;27/10/2024;app
62380;70926898132;cancelado;438.29;2024-01-10;app
65442;242.224.198-00;pg;2.590,05;13/09/2024;site
69824;795.003.452-18;cancelado;2.883,65;08/09/2025;app
63247;09692533620;pago;2920.24;2025-03-28;App 
67848;03169728199;pago;506,15;14/09/2024;app
62251;53234159599;pendente;1.987,69;21/06/2025;marketplace
65366;33023641218;pg;2.164,05;2026-03-23;marketplace
59969;784.947.712-05;cancelado;98.40;2024-12-21;SITE
62362;33458096990;pago ;1948.39;2024-03-05;App 
65111;705.726.779-79;pg;851,82;2024-01-29;site
53877;631.134.338-00;PENDENTE;1.666,76;20/04/2025;marketplace
52691;45107622674;pago;2.244,60;17/04/2026;app
58766;06846665617;pg;3432.83;2024-05-04;SITE
69887;071.780.988-99;enviado;3.101,97;18/10/2024;marketplace
62437;12253769800;PAGO;1.488,82;2025-07-03;app
63511;80384163920;canc;2579.45;2025-05-07;marketplace
67030;719.341.102-05;canc;3.214,29;11/10/2024;marketplace
51933;220.720.197-02;pendente;2923.44;18/08/2025;App 
54802;891.776.808-39;PAGO;469.47;2024-01-28;SITE
65456;99672248512;pendente;2.591,90;10/04/2025;marketplace
68420;62455538141;enviado;1803.02;2024-04-01;App 
61029;320.222.711-49;PAGO;3.442,76;15/11/2024;App 
55012;68606253685;pendente;2.133,50;04/03/2024;SITE
59529;57612286882;ENVIADO;2347.69;13/01/2024;marketplace
53701;46422559232;ENVIADO;1.946,44;31/04/2025;site
57499;98245587729;PENDENTE;1.260,53;13/10/2024;App 
57279;036.465.761-89;pendente;2.193,65;13/05/2026;app
54019;09112252859;pago ;2.680,07;2026-05-25;App 
55216;996.112.535-59;PAGO;3.206,74;02/11/2025;site
69444;275.052.146-75;PENDENTE;2541.00;26/05/2026;App 
57885;68070423536;enviado;3.312,42;31/04/2025;site
61501;20619434899;enviado;2.516,99;13/07/2024;site
55684;361.624.860-44;PENDENTE;2.132,57;2025-07-19;marketplace
68216;50442816464;canc;3185.64;2024-05-02;App 
66764;541.989.320-77;Pago;733.35;12/11/2025;SITE
69190;53234159599;pago ;2798.54;2024-09-13;SITE
58479;98872754410;pago ;551.95;2026-02-06;marketplace
63927;722.412.865-16;pg;2391.21;2025-10-26;SITE
67957;797.961.481-02;PAGO;967.70;11/02/2024;SITE
63935;040.838.437-99;ENVIADO;881,73;27/10/2024;site
56837;52038721203;pendente;1218.92;2026-04-22;App 
64762;847.675.063-36;Pago;2.779,09;12/03/2024;SITE
52694;992.871.002-33;Pago;605.32;2025-06-23;SITE
68724;18313774380;PENDENTE;463,33;2025-08-18;marketplace
61455;616.324.888-09;cancelado;1293.91;2025-12-22;site
58647;574.384.215-97;pago;3.231,84;18/11/2024;site
51389;391.607.700-74;pago;2105.50;2025-06-05;App 
66574;232.354.337-75;pago ;290.94;2025-03-22;site
64425;456.185.120-84;Pago;1.594,39;21/07/2025;App 
54758;23703228881;canc;112.69;2024-09-10;App 
68707;89098592708;PENDENTE;158,77;11/07/2025;site
69395;070.178.502-04;pago ;536.53;20/04/2025;SITE
50008;207.154.818-35;PAGO;3.192,75;04/08/2025;App 
64135;988.913.997-95;pago;1.405,09;30/09/2025;marketplace
57224;33877101003;PENDENTE;3.411,30;11/09/2024;SITE
51626;36256654846;enviado;2112.81;2024-06-12;marketplace
52049;19949344921;canc;3219.23;06/12/2025;site
67753;520.610.841-33;canc;1916.14;11/02/2024;marketplace
69481;588.097.186-40;canc;1.414,84;24/04/2024;app
66025;87806465901;PAGO;1.443,12;03/10/2024;SITE
64509;94994018901;PENDENTE;854.25;04/08/2025;app
57661;216.909.079-75;pago;1643.80;03/05/2025;site
68202;34822247147;pendente;202,32;2024-03-09;SITE
53266;94652650558;CANCELADO;3453.68;2026-04-02;app
55059;122.239.548-71;CANCELADO;860.53;19/05/2025;SITE
56911;13599660565;CANCELADO;1810.53;11/06/2025;marketplace
51340;374.249.417-12;enviado;2.565,46;08/06/2024;App 
67770;884.869.996-00;pago;1119.68;2024-11-20;SITE
55313;19126048507;PAGO;1592.27;2025-08-06;App 
50859;125.902.035-51;canc;2851.35;03/09/2025;App 
53168;742.257.905-68;cancelado;1709.64;2025-07-19;App 
57045;06153701280;canc;2.063,09;07/02/2024;App 
61526;534.958.756-03;enviado;1434.75;16/05/2025;marketplace
57861;169.194.867-50;pago ;150.61;18/06/2026;SITE
51181;295.788.223-08;ENVIADO;277,61;2025-08-26;App 
51589;805.014.171-33;ENVIADO;985.88;23/01/2026;App 
60422;162.106.514-61;enviado;2.293,82;08/05/2026;App 
62545;41037514106;pago;1831.19;2024-10-12;marketplace
52457;65820297032;canc;71,43;2024-03-05;marketplace
64018;41214556655;Pago;2565.02;21/06/2025;App 
56482;074.520.500-37;pendente;714,22;2024-05-04;site
59070;047.436.946-39;canc;2.731,08;19/03/2025;app
62626;709.905.303-53;ENVIADO;2.555,34;2024-11-06;SITE
62643;77842510849;pendente;2.219,15;2024-11-23;App 
63834;668.803.166-38;cancelado;2595.10;15/09/2024;site
68859;18569050984;cancelado;993.68;27/01/2026;App 
53499;15330027039;canc;997,69;06/09/2024;site
58137;81854805088;pago ;3.186,65;2024-03-14;App 
69165;71439039062;cancelado;1252.67;15/02/2025;site
69720;295.450.380-71;enviado;1.350,05;2024-01-19;App 
61157;574.339.503-97;pago ;2895.83;29/01/2025;app
67416;426.085.502-66;PAGO;1252.25;23/02/2026;site
68534;41212678850;ENVIADO;2.550,33;20/03/2024;marketplace
51577;123.199.566-11;cancelado;2.540,09;2024-02-06;SITE
53443;244.492.957-81;Pago;3.390,47;23/05/2025;SITE
63501;627.989.582-37;PAGO;583,32;27/02/2025;SITE
60087;524.171.687-40;pendente;609.82;29/11/2024;app
64909;29145470561;pg;437.54;07/10/2025;marketplace
53150;639.748.925-67;canc;2.498,31;11/08/2025;app
59171;255.424.586-02;ENVIADO;926,17;2024-02-13;SITE
51065;16001311315;pg;3.485,12;23/03/2025;marketplace
55328;34206969493;enviado;909,34;2026-02-20;App 
63555;327.673.302-10;enviado;339.02;26/01/2024;site
61564;242.203.402-03;CANCELADO;37,03;2024-08-03;site
59241;224.132.950-97;Pago;3.099,23;2025-05-18;marketplace
52724;163.971.492-85;pendente;1.662,41;2025-07-03;App 
61574;71990380387;Pago;3118.06;27/01/2026;App 
69357;137.497.472-29;pago;2.274,88;09/09/2025;app
56036;44693995312;ENVIADO;661.82;01/12/2025;app
55279;379.889.008-03;pg;1490.04;03/03/2026;SITE
67287;449.035.934-95;PAGO;1.622,43;2024-04-12;App 
52653;97453918081;pago ;1.554,96;2024-01-15;site
64552;685.071.058-31;Pago;2.606,45;03/04/2026;SITE
57567;64675038050;Pago;2.179,04;2024-04-19;SITE
65660;868.651.466-97;pago;1892.41;2025-03-03;App 
61132;71366572297;pago;3320.27;2025-09-10;site
62599;43881684832;pago ;555.92;09/09/2025;site
50795;76029914006;cancelado;1.144,92;2026-02-27;App 
57635;102.425.059-88;ENVIADO;625,09;08/11/2025;site
63291;16459824320;CANCELADO;470.26;2025-01-23;marketplace
62408;63685399250;cancelado;957.79;2026-01-03;marketplace
54257;369.779.109-50;canc;1997.12;2024-02-01;site
50939;737.489.690-58;pg;1.259,59;15/07/2024;app
50878;23235433775;ENVIADO;3.468,83;23/01/2026;app
69297;071.905.657-87;Pago;2.052,18;09/08/2024;marketplace
64108;559.338.419-35;pendente;320.77;11/09/2025;App 
53482;516.021.191-80;enviado;33,08;2025-12-20;app
50762;163.684.263-14;enviado;421.99;27/03/2025;app
59713;04871036537;CANCELADO;2876.37;20/09/2024;site
65575;67353842539;enviado;874,59;2025-02-10;SITE
65782;57914521108;enviado;943.48;18/08/2024;site
58192;692.465.840-74;canc;2770.06;2025-08-16;site
66697;10250785358;PENDENTE;1.953,39;30/04/2025;App 
51912;01147472963;pg;383,67;2025-05-16;app
53384;24727122430;ENVIADO;1751.64;16/11/2024;site
58070;177.237.973-54;cancelado;1289.25;2026-03-20;app
59828;429.306.461-36;CANCELADO;2322.95;2026-04-17;app
53856;924.743.506-40;Pago;2.782,51;01/11/2024;App 
56464;592.294.115-15;pago ;2.977,76;09/09/2024;site
50845;57129015012;cancelado;292.49;23/01/2025;site
62849;997.711.801-93;CANCELADO;3.313,57;2025-07-22;marketplace
65543;09549686116;canc;2.414,64;17/05/2026;site
62069;16832022794;Pago;1147.45;31/12/2025;SITE
54363;621.788.293-09;PENDENTE;3.428,93;2024-11-08;SITE
67843;544.171.056-00;enviado;701.78;06/07/2025;app
53998;212.256.244-79;cancelado;407,17;2026-05-19;SITE
66698;523.045.142-43;pago;229,10;06/05/2025;app
65173;415.361.451-30;CANCELADO;1475.03;30/11/2024;app
65454;805.044.218-75;PAGO;124,24;04/11/2025;app
51202;722.395.672-01;PAGO;990,54;11/08/2025;App 
55220;466.183.982-07;pago;2.818,74;2024-07-06;site
56268;32567211926;pg;2.038,26;2026-03-22;site
60810;942.763.808-71;canc;883.96;2024-08-24;site
51422;874.433.731-04;ENVIADO;1751.91;2025-12-24;marketplace
60610;46987168539;pendente;3001.68;2025-09-18;SITE
60156;82332130128;pendente;2099.79;23/06/2025;App 
66616;72008091287;Pago;2785.80;01/05/2026;SITE
67358;295.050.866-95;CANCELADO;347.68;13/01/2026;site
54952;14407904348;pg;1.619,23;2024-11-02;site
62767;28106076300;cancelado;1.387,89;08/04/2025;marketplace
58732;28197507708;pago;2816.36;26/11/2024;SITE
63819;750.241.300-65;PAGO;628,23;2025-10-31;SITE
58298;86114163508;PENDENTE;3.301,96;2024-07-25;site
63537;694.486.959-42;pendente;498,15;01/07/2025;SITE
66711;12227615800;cancelado;2.166,31;07/08/2025;SITE
53755;719.676.741-16;pago ;2440.54;2024-12-25;SITE
50880;85977034822;pago ;3009.23;01/03/2026;app
59088;169.318.244-06;pg;1100.43;21/10/2025;SITE
54340;91232160008;Pago;1246.02;29/12/2025;app
52937;03169728199;pendente;777.11;2025-01-10;app
62049;356.574.808-72;enviado;2380.71;26/04/2026;site
61835;561.194.361-62;pago;853,88;24/06/2024;SITE
66755;782.489.638-29;canc;47.22;18/01/2026;app
64030;448.676.497-83;pago ;3.165,87;2025-06-29;App 
53395;740.180.768-86;pendente;610,50;17/10/2025;app
59463;110.447.614-23;pg;1.891,35;2024-08-20;site
55662;60361189290;CANCELADO;2175.57;2025-07-04;App 
64952;743.398.998-60;Pago;2.746,12;03/09/2025;SITE
50816;871.803.631-70;cancelado;1.619,23;15/08/2025;app
53662;23801370216;cancelado;336.59;14/06/2025;site
58764;663.453.372-50;Pago;2200.08;19/05/2025;SITE
63652;03703773111;enviado;881.75;09/07/2025;marketplace
65325;97710456871;CANCELADO;580,76;2024-04-19;site
54633;66205634147;pg;2117.51;2025-03-10;App 
61753;09188122409;PAGO;3.083,12;2025-09-13;SITE
62565;59818632427;cancelado;198,74;16/06/2026;app
57371;53462475135;cancelado;1.042,56;04/03/2025;app
54291;70998731722;Pago;3.444,73;23/07/2025;SITE
67451;16689409309;pendente;1241.04;2024-01-23;SITE
56812;72812356740;canc;2686.13;2024-08-01;site
