id_legado;cpf;nome;email;cidade;dt_cadastro
3897;47092803390;Maria Ribeiro;maria.ribeiro2897@gmail.com;campinas;2024-01-16
1287;730.652.407-00;Célia Ribeiro;celia.ribeiro287@gmail.com;sorocaba;25-11-22
6143;630.258.366-79;José Ribeiro;NULL;Santo André;14/11/2023
6323;08779808700;Sebastião Araújo;sebastiao.araujo5323@gmail.com;Rio de Janeiro;06/03/2025
2492;51046250604;Fábio Peçanha;fabio.pecanha1492@gmail.com;Santo André;08/08/2020
4333;025.324.488-90;João Simões;joao.simões3333@gmail.com;Goiânia;2023-11-20
4268;29557693045;Célia Araújo;celia.araujo3268@gmail.com;São Paulo;08-10-19
4000;59635187505;Conceição Araújo;conceicao.araujo3000@gmail.com;São Paulo;09-11-19
5466;97396707170;André Silva;andre.silva4466@gmail.com;Campinas;18/01/2019
3653;165.755.574-73;Ana Gonçalves;ana.goncalves2653@gmail.com;São Paulo;2019-01-14
3018;930.105.591-00;Fábio Barbosa;fabio.barbosa2018@gmail.com;Campinas;20-03-23
4022;098.100.944-18;João Gonçalves;joao.goncalves3022@gmail.com; RIO DE JANEIRO  ;2023-03-17
6661;306.791.338-87;Ana Ribeiro;ana.ribeiro5661@gmail.com;Rio de Janeiro;2022-03-16
2126;29735259508;Válter Araújo;valter.araujo1126@gmail.com;valinhos;19-12-23
3121;56771541720;Sebastião Peçanha;N/A;Goiânia;20/06/2025
5811;277.721.788-24;Válter Simões;valter.simões4811@gmail.com;Santo André;2020-09-24
3910;351.356.343-47;Luís Souza;luis.souza2910@gmail.com;Campinas;2021-03-12
6681;47669459212;Célia Silva;celia.silva5681@gmail.com;Sorocaba;18-06-19
1217;92618914112;Luís Araújo;luis.araujo217@gmail.com;Belo Horizonte;2023-01-06
6825;295.675.849-74;Válter Machado;valter.machado5825@gmail.com;belo horizonte;06/02/2020
2466;47913511346;João Assunção;joao.assuncao1466@gmail.com;Sorocaba;13/12/2024
3541;30732166500;Sebastião Machado;sebastiao.machado2541@gmail.com; São Paulo  ;19-12-24
1122;785.191.088-90;Célia Gonçalves;celia.goncalves122@gmail.com;Santo André;16/07/2025
3569;53428907809;Válter Peçanha;valter.pecanha2569@gmail.com;RIO DE JANEIRO;2023-03-28
4542;70438833937;Mônica Barbosa;monica.barbosa3542@gmail.com;Niterói;08/06/2023
4069;57717121913;Ana Machado;ana.machado3069@gmail.com;Sorocaba;2019-01-05
2555;74599153001;Conceição Silva;NULL;SÃO PAULO;02-11-24
5956;64219634630;Maria Silva;maria.silva4956@gmail.com;Santo André;2025-05-08
5345;48687169051;Patrícia Araújo;patricia.araujo4345@gmail.com;Rio de Janeiro;22/08/2019
2294;902.215.439-45;Antônio Barbosa;antonio.barbosa1294@gmail.com;São Paulo;04/10/2020
4759;08060605062;Antônio Silva;antonio.silva3759@gmail.com;Campinas;02-02-22
1260;2601279656;Antônio Araújo;antonio.araujo260@gmail.com;NITERÓI;30-06-23
3944;45958295667;Sebastião Gonçalves;sebastiao.goncalves2944@gmail.com;Valinhos;16-09-25
2600;93048527737;Sebastião Simões;NULL;Goiânia;2021-03-06
2735;31373714573;Maria Souza;maria.souza1735@gmail.com;São Paulo;09-04-23
1296;752.245.933-87;Antônio Souza;antonio.souza296@gmail.com;Niterói;22/08/2022
2246;81519854536;Patrícia Machado;patricia.machado1246@gmail.com; belo horizonte  ;30/11/2021
12919;08988479742;ANA SOUZA;contato3919@hotmail.com;Campinas;13/08/2022
5001;46926590257;José Simões;jose.simões4001@gmail.com;Sorocaba;11-02-22
3915;127.470.695-59;Patrícia Souza;patricia.souza2915@gmail.com;Sorocaba;02/09/2025
4892;11891928376;Antônio Ribeiro;NULL;Goiânia;2024-10-01
2144;763.643.159-92;Célia Machado;celia.machado1144@gmail.com;Niterói;2022-11-29
3619;60225255359;Maria Araújo;maria.araujo2619@gmail.com;Campinas;03/02/2021
4894;49287675600;Ana Barbosa;ana.barbosa3894@gmail.com;Santo André;03/11/2022
4316;01409054489;Fábio Peçanha;fabio.pecanha3316@gmail.com;CURITIBA;01-12-22
6807;004.652.297-27;Célia Silva;celia.silva5807@gmail.com;curitiba;20-09-25
4807;57576826398;Fábio Silva;fabio.silva3807@gmail.com;Santo André;16/08/2021
2322;8450786070;Ana Assunção;ana.assuncao1322@gmail.com;GOIÂNIA;22/07/2021
6459;67243470173;José Simões;jose.simões5459@gmail.com;São Paulo;2023-03-22
4973;33343260398;José Simões;jose.simões3973@gmail.com;Campinas;20/12/2022
6462;318.100.982-20;Conceição Araújo;conceicao.araujo5462@gmail.com;Rio de Janeiro;18/03/2022
1118;88728743199;André Simões;andre.simões118@gmail.com;VALINHOS;23-04-22
3469;67044777139;Conceição Simões;conceicao.simões2469@gmail.com; Sorocaba  ;04/02/2023
3600;91804384313;Fábio Simões;fabio.simões2600@gmail.com;Sorocaba;2024-09-30
4686;945.703.176-85;Maria Silva;maria.silva3686@gmail.com;Campinas;2020-10-10
5617;39021573210;João Barbosa;joao.barbosa4617@gmail.com;Goiânia;27/03/2023
6960;23267722705;Válter Simões;valter.simões5960@gmail.com;valinhos;05/06/2025
3649;96042445073;Válter Peçanha;valter.pecanha2649@gmail.com;são paulo;18-10-24
4258;91848000030;Válter Souza;valter.souza3258@gmail.com;São Paulo;21/11/2020
2956;71557932727;Maria Souza;maria.souza1956@gmail.com; Belo Horizonte  ;2024-03-25
4886;246.302.578-61;Conceição Araújo;conceicao.araujo3886@gmail.com;Santo André;24/05/2021
5137;23677098904;Ana Ribeiro;ana.ribeiro4137@gmail.com; Curitiba  ;03/09/2019
14048;795.878.066-46;Sebastião Peçanha;contato5048@hotmail.com;Niterói;2025-03-21
1237;878.015.739-43;Ana Silva;ana.silva237@gmail.com;Curitiba;2020-04-09
5184;54743299543;Patrícia Simões;patricia.simões4184@gmail.com;Rio de Janeiro;2023-01-24
3553;07095062609;José Simões;jose.simões2553@gmail.com;Belo Horizonte;2021-04-08
1162;17518636387;Conceição Ribeiro;conceicao.ribeiro162@gmail.com;NITERÓI;08/11/2022
2757;44817736500;André Peçanha;andre.pecanha1757@gmail.com; VALINHOS  ;12/12/2024
3548;42982993171;Antônio Gonçalves;antonio.goncalves2548@gmail.com;SANTO ANDRÉ;2022-11-29
10958;973.586.794-07;André Souza;contato1958@hotmail.com;Goiânia;2019-07-29
5214;19447469000;Luís Machado;luis.machado4214@gmail.com; Valinhos  ;30-01-25
6950;620.268.837-85;Conceição Simões;conceicao.simões5950@gmail.com;BELO HORIZONTE;05/05/2022
5609;3231248957;Patrícia Ribeiro;patricia.ribeiro4609@gmail.com;Sorocaba;06-09-22
6841;111.697.366-96;João Barbosa;N/A;Rio de Janeiro;21-01-21
2752;162.506.989-81;Conceição Ribeiro;conceicao.ribeiro1752@gmail.com;goiânia;07/09/2025
2954;904.991.573-62;João Peçanha;joao.pecanha1954@gmail.com;Niterói;05/05/2023
5807;18727429393;Maria Simões;maria.simões4807@gmail.com;campinas;2020-04-18
5680;89012269954;Fábio Silva;fabio.silva4680@gmail.com;goiânia;23/05/2022
4825;09696573820;Conceição Araújo;conceicao.araujo3825@gmail.com;Curitiba;2020-09-10
3420;15878989182;André Barbosa;andre.barbosa2420@gmail.com;Campinas;09/04/2020
4676;649.135.974-34;Célia Machado;celia.machado3676@gmail.com;Goiânia;06-07-24
4689;17286421328;Maria Simões;maria.simões3689@gmail.com;Belo Horizonte;17-10-20
2768;73210788332;Mônica Simões;monica.simões1768@gmail.com;Goiânia;2022-04-05
12331;10910460000;JOSÉ SILVA;contato3331@hotmail.com;Curitiba;30-12-24
4873;15633606168;André Souza;andre.souza3873@gmail.com;valinhos;2019-03-30
5643;616.252.308-00;Mônica Simões;monica.simões4643@gmail.com;Rio de Janeiro;10/05/2022
5117;340.626.295-34;Sebastião Ribeiro;sebastiao.ribeiro4117@gmail.com;Belo Horizonte;30-06-24
1942;82210401690;Célia Souza;celia.souza942@gmail.com;Santo André;25/11/2021
3760;12232861423;Patrícia Gonçalves;patricia.goncalves2760@gmail.com;Curitiba;01/09/2025
1620;480.263.257-61;Fábio Peçanha;fabio.pecanha620@gmail.com;campinas;18-03-20
3923;94506989538;Mônica Gonçalves;monica.goncalves2923@gmail.com;Santo André;08-09-19
2972;857.365.404-01;Fábio Gonçalves;fabio.goncalves1972@gmail.com; SANTO ANDRÉ  ;27-04-20
1140;14293968571;André Gonçalves;andre.goncalves140@gmail.com;Campinas;2019-08-08
4480;67789532413;Patrícia Assunção;patricia.assuncao3480@gmail.com;niterói;20-05-23
1674;392.831.995-70;Célia Silva;celia.silva674@gmail.com; São Paulo  ;27-09-22
2751;17967060512;Mônica Souza;monica.souza1751@gmail.com;Rio de Janeiro;28-05-20
4895;924.133.733-81;Sebastião Ribeiro;sebastiao.ribeiro3895@gmail.com;SANTO ANDRÉ;24-06-22
3311;179.751.937-98;Antônio Machado;antonio.machado2311@gmail.com;Campinas;2021-03-21
5936;69817164292;André Simões;andre.simões4936@gmail.com;Rio de Janeiro;2019-10-25
2998;69089649654;Mônica Barbosa;monica.barbosa1998@gmail.com;Campinas;23/07/2020
4326;34017919405;André Assunção;andre.assuncao3326@gmail.com;Sorocaba;2025-07-11
1845;55868639529;André Souza;andre.souza845@gmail.com;sorocaba;10/02/2021
2899;63994959463;Célia Machado;celia.machado1899@gmail.com;Belo Horizonte;16/02/2023
5832;34753178420;Válter Souza;valter.souza4832@gmail.com;Goiânia;2022-10-18
2329;039.831.354-71;Mônica Machado;monica.machado1329@gmail.com;Campinas;2025-11-05
4946;715.650.371-54;André Silva;N/A;Santo André;02-09-20
5234;342.056.680-82;Ana Assunção;ana.assuncao4234@gmail.com;Valinhos;11/05/2023
3975;93777271543;José Gonçalves;jose.goncalves2975@gmail.com;Valinhos;07/01/2019
4079;93787352155;Célia Silva;celia.silva3079@gmail.com;Santo André;13-07-23
4318;799.706.581-40;José Ribeiro;jose.ribeiro3318@gmail.com;São Paulo;15/08/2021
2502;148.374.755-74;Ana Silva;ana.silva1502@gmail.com;SÃO PAULO;2022-07-25
5968;34415136141;José Ribeiro;jose.ribeiro4968@gmail.com;Rio de Janeiro;2020-05-20
3265;328.267.354-03;João Ribeiro;joao.ribeiro2265@gmail.com;Niterói;2023-04-07
2872;954.496.695-18;Válter Souza;valter.souza1872@gmail.com;Sorocaba;19/12/2022
5295;650.660.116-76;Célia Peçanha;celia.pecanha4295@gmail.com;Campinas;2021-09-01
3699;804.533.430-40;Válter Barbosa;valter.barbosa2699@gmail.com; Sorocaba  ;2020-09-22
3090;54609121050;Antônio Silva;antonio.silva2090@gmail.com;Curitiba;2021-03-22
4620;922.249.244-70;Antônio Silva;antonio.silva3620@gmail.com;Goiânia;18-12-19
1895;66345337250;João Souza;;VALINHOS;03/09/2020
2035;15607832732;Patrícia Barbosa;patricia.barbosa1035@gmail.com;Curitiba;29-02-24
5309;81713032937;Célia Ribeiro;celia.ribeiro4309@gmail.com;VALINHOS;15/04/2021
2442;36952474609;Conceição Araújo;conceicao.araujo1442@gmail.com;Santo André;29-07-23
2719;8090101437;Sebastião Souza;sebastiao.souza1719@gmail.com;Rio de Janeiro;04-10-24
1176;937.597.383-20;Sebastião Silva;sebastiao.silva176@gmail.com;Curitiba;09/02/2019
2843;43567027786;Patrícia Simões;patricia.simões1843@gmail.com;Curitiba;03-11-23
2059;181.677.848-60;Válter Peçanha;valter.pecanha1059@gmail.com;Valinhos;2023-01-12
2638;511.997.645-07;Fábio Peçanha;fabio.pecanha1638@gmail.com;CURITIBA;21/11/2023
5231;346.806.065-33;José Souza;jose.souza4231@gmail.com;Sorocaba;18/08/2023
1681;930.746.452-96;André Machado;andre.machado681@gmail.com;São Paulo;22-04-25
6035;2359886002;João Silva;joao.silva5035@gmail.com;Goiânia;2020-08-12
3342;10497914018;Luís Souza;luis.souza2342@gmail.com; Valinhos  ;19-08-23
4280;9819205000;Maria Peçanha;maria.pecanha3280@gmail.com;Rio de Janeiro;12/09/2020
5496;586.207.138-50;Antônio Simões;antonio.simões4496@gmail.com;Santo André;01-08-19
3134;24326253827;Antônio Silva;antonio.silva2134@gmail.com;Sorocaba;2025-09-04
5275;217.729.622-60;Ana Ribeiro;ana.ribeiro4275@gmail.com;Goiânia;19/01/2022
2240;83692353448;Célia Peçanha;celia.pecanha1240@gmail.com;São Paulo;2025-06-09
2242;30000886360;André Peçanha;andre.pecanha1242@gmail.com; NITERÓI  ;15-10-24
1264;184.894.769-00;Ana Assunção;ana.assuncao264@gmail.com;Sorocaba;23/04/2019
4976;49800929347;Luís Barbosa;luis.barbosa3976@gmail.com;Campinas;09-01-22
1478;15081247367;Patrícia Assunção;;rio de janeiro;09/12/2021
4071;87806465901;Fábio Souza;fabio.souza3071@gmail.com;Santo André;30-05-22
4020;141.115.816-41;Ana Souza;ana.souza3020@gmail.com;Niterói;08-04-20
1745;64772512993;Célia Peçanha;celia.pecanha745@gmail.com; Goiânia  ;17/05/2023
1924;80205869549;Ana Gonçalves;ana.goncalves924@gmail.com;Belo Horizonte;18/01/2022
4364;297.223.187-21;Célia Peçanha;celia.pecanha3364@gmail.com;rio de janeiro;07/02/2022
6490;634.152.138-38;Luís Ribeiro;luis.ribeiro5490@gmail.com;Sorocaba;11-10-24
5768;45797273128;Mônica Machado;monica.machado4768@gmail.com;CAMPINAS;19/09/2024
3763;48467640871;Válter Machado;valter.machado2763@gmail.com;Sorocaba;2023-03-20
5543;89763916089;Sebastião Machado;sebastiao.machado4543@gmail.com;Goiânia;19/04/2019
1348;39385258001;Válter Souza;;SANTO ANDRÉ;2021-06-17
14673;097.632.923-95;José Peçanha;contato5673@hotmail.com;Belo Horizonte;2022-08-07
4294;130.279.299-77;Conceição Souza;NULL;Valinhos;2020-07-11
5427;661.639.848-03;Maria Simões;maria.simões4427@gmail.com;Valinhos;2022-08-24
2401;49073420393;André Simões;andre.simões1401@gmail.com;Sorocaba;2023-01-25
3289;97475473767;João Ribeiro;joao.ribeiro2289@gmail.com;NITERÓI;23/02/2024
3862;726.513.420-68;Conceição Simões;conceicao.simões2862@gmail.com;Campinas;2022-04-06
4884;21893105806;Sebastião Barbosa;sebastiao.barbosa3884@gmail.com;Niterói;2019-09-26
4969;01752400194;Conceição Silva;conceicao.silva3969@gmail.com;Rio de Janeiro;27/03/2022
3681;51206906103;Patrícia Assunção;patricia.assuncao2681@gmail.com;sorocaba;06/09/2022
5355;246.936.042-08;Fábio Silva;fabio.silva4355@gmail.com;SÃO PAULO;06-06-25
5029;832.924.011-86;Válter Barbosa;valter.barbosa4029@gmail.com;Campinas;22/05/2019
2109;29131670806;Sebastião Barbosa;sebastiao.barbosa1109@gmail.com;Goiânia;2024-03-01
3190;86243014674;Sebastião Machado;sebastiao.machado2190@gmail.com;São Paulo;20-08-23
6414;44860101677;José Machado;;Belo Horizonte;30-07-25
12551;906.998.189-07;Patrícia Peçanha;contato3551@hotmail.com; Belo Horizonte  ;29/01/2020
4778;53485645087;Sebastião Gonçalves;sebastiao.goncalves3778@gmail.com;Belo Horizonte;2022-04-07
6119;18592493455;Luís Gonçalves;luis.goncalves5119@gmail.com; Sorocaba  ;2021-08-10
2775;42962809294;Maria Assunção;;Niterói;2025-06-05
2072;265.789.826-21;Maria Barbosa;maria.barbosa1072@gmail.com;Niterói;2019-10-26
3174;80199050228;Sebastião Assunção;sebastiao.assuncao2174@gmail.com;Sorocaba;28-04-24
3306;676.654.053-20;José Ribeiro;jose.ribeiro2306@gmail.com;Campinas;04/05/2025
5475;91782729712;Maria Araújo;maria.araujo4475@gmail.com;São Paulo;20-11-20
1874;19804184702;José Peçanha;jose.pecanha874@gmail.com;valinhos;02/11/2024
1188;25002921850;Maria Assunção;maria.assuncao188@gmail.com;Goiânia;14/08/2022
6602;34106286491;Fábio Gonçalves;fabio.goncalves5602@gmail.com;Sorocaba;25-04-23
5115;77037379689;Válter Gonçalves;valter.goncalves4115@gmail.com;são paulo;16-05-20
2900;708.730.021-06;José Simões;jose.simões1900@gmail.com;Goiânia;18-11-20
5480;259.322.408-81;Antônio Silva;antonio.silva4480@gmail.com;Sorocaba;22/09/2021
1880;450.573.036-00;Patrícia Gonçalves;patricia.goncalves880@gmail.com;Niterói;21/05/2022
1230;98485833350;Antônio Assunção;antonio.assuncao230@gmail.com;Valinhos;29-12-20
6237;516.617.596-45;Válter Souza;valter.souza5237@gmail.com;Goiânia;03-07-25
5430;77238207559;Ana Ribeiro;ana.ribeiro4430@gmail.com;Goiânia;12-09-23
3706;97739516694;André Gonçalves;andre.goncalves2706@gmail.com;Rio de Janeiro;2019-05-04
5575;49102639858;Antônio Machado;antonio.machado4575@gmail.com;Belo Horizonte;2024-06-11
5114;93178587837;Luís Araújo;luis.araujo4114@gmail.com;curitiba;2024-05-17
4243;78471073846;Ana Gonçalves;ana.goncalves3243@gmail.com;Santo André;18-10-23
4124;30539734560;Mônica Assunção;monica.assuncao3124@gmail.com;Niterói;2019-08-31
3990;92546547607;Maria Peçanha;maria.pecanha2990@gmail.com;Belo Horizonte;2019-08-08
2051;774.625.916-26;Maria Gonçalves;maria.goncalves1051@gmail.com;CAMPINAS;23-08-24
3059;36365905025;Luís Araújo;luis.araujo2059@gmail.com;VALINHOS;2023-09-16
2471;08429069674;João Ribeiro;joao.ribeiro1471@gmail.com;Valinhos;2023-10-24
3808;21676089691;João Peçanha;joao.pecanha2808@gmail.com;Goiânia;31-12-23
3379;87235784598;Mônica Gonçalves;;Valinhos;2022-03-18
14904;63511401968;Válter Silva;contato5904@hotmail.com;curitiba;21-09-19
5104;523.253.774-15;José Peçanha;jose.pecanha4104@gmail.com;Campinas;15/09/2021
4838;30686887875;Válter Souza;valter.souza3838@gmail.com;São Paulo;12/07/2020
1083;62914865201;Válter Barbosa;valter.barbosa83@gmail.com; Goiânia  ;19/06/2022
2903;37859541742;Patrícia Silva;patricia.silva1903@gmail.com;Niterói;2024-07-23
2610;047.966.682-25;João Assunção;joao.assuncao1610@gmail.com;Curitiba;28/07/2025
1682;75357788103;Sebastião Souza;sebastiao.souza682@gmail.com;são paulo;2020-11-11
4028;149961111;Válter Simões;valter.simões3028@gmail.com;Curitiba;06-05-25
2823;214.617.275-45;Patrícia Ribeiro;patricia.ribeiro1823@gmail.com;Valinhos;2023-10-02
6055;8824792294;Luís Barbosa;luis.barbosa5055@gmail.com;São Paulo;29/06/2025
5097;74537709634;José Gonçalves;jose.goncalves4097@gmail.com;Rio de Janeiro;16/11/2023
5383;989.775.142-40;André Barbosa;N/A;valinhos;25-02-21
4325;01821557492;Válter Souza;valter.souza3325@gmail.com;CURITIBA;15-02-25
5926;11968621172;Ana Simões;ana.simões4926@gmail.com;Goiânia;2020-12-17
11010;624.755.526-11;José Ribeiro;contato2010@hotmail.com;Goiânia;2019-08-24
4862;249.895.691-30;Válter Araújo;-;Curitiba;26/04/2019
4926;23053252660;Maria Souza;maria.souza3926@gmail.com;Campinas;2021-09-28
1207;99441715492;Válter Ribeiro;valter.ribeiro207@gmail.com;belo horizonte;11-09-21
6204;35631082349;Válter Souza;valter.souza5204@gmail.com;CURITIBA;24-04-22
1565;862.030.366-09;Mônica Ribeiro;monica.ribeiro565@gmail.com;Goiânia;05/04/2020
4494;31091571953;João Ribeiro;joao.ribeiro3494@gmail.com;Niterói;2020-12-17
6969;20638076986;Luís Gonçalves;luis.goncalves5969@gmail.com;São Paulo;2025-04-12
2551;76729911590;João Ribeiro;joao.ribeiro1551@gmail.com;Rio de Janeiro;2021-04-11
2478;21742922031;Sebastião Simões;sebastiao.simões1478@gmail.com;Valinhos;13/09/2021
3116;977.070.600-08;Sebastião Souza;sebastiao.souza2116@gmail.com;rio de janeiro;28-07-19
3150;37237660489;José Peçanha;jose.pecanha2150@gmail.com;são paulo;09/07/2019
3288;526.088.532-50;Célia Simões;celia.simões2288@gmail.com; Belo Horizonte  ;11-12-19
3492;19596027646;Ana Ribeiro;ana.ribeiro2492@gmail.com;Sorocaba;2023-09-05
4052;65699638725;Antônio Simões;antonio.simões3052@gmail.com; campinas  ;22/10/2022
5580;58738688085;André Simões;andre.simões4580@gmail.com;CAMPINAS;09-03-24
5501;674.489.961-93;Conceição Souza;conceicao.souza4501@gmail.com;GOIÂNIA;09/11/2021
2098;75921299650;Sebastião Silva;sebastiao.silva1098@gmail.com;Rio de Janeiro;03-01-21
1269;36915594256;Ana Ribeiro;ana.ribeiro269@gmail.com;Niterói;2023-10-03
3387;038.469.128-59;João Souza;joao.souza2387@gmail.com;Curitiba;2020-09-20
5424;220.976.465-30;André Simões;andre.simões4424@gmail.com;Curitiba;05/05/2025
3386;70998731722;Fábio Barbosa;fabio.barbosa2386@gmail.com;Goiânia;16/04/2025
6611;299.872.607-05;Luís Silva;luis.silva5611@gmail.com;Sorocaba;10/03/2025
1211;168.460.223-84;Fábio Simões;fabio.simões211@gmail.com;Valinhos;25-12-20
4954;738654353;Maria Souza;maria.souza3954@gmail.com;Goiânia;2024-11-20
2357;40398221880;Ana Machado;ana.machado1357@gmail.com;Valinhos;13-06-19
2336;17026344420;Patrícia Machado;patricia.machado1336@gmail.com;Valinhos;2024-11-07
6699;260.354.258-36;Mônica Machado;monica.machado5699@gmail.com; São Paulo  ;2020-05-29
3601;218.180.187-80;José Machado;jose.machado2601@gmail.com;RIO DE JANEIRO;02-05-23
14427;534.650.324-20;Válter Machado;;RIO DE JANEIRO;2022-10-16
1180;74112490330;Conceição Gonçalves;conceicao.goncalves180@gmail.com;Rio de Janeiro;2019-07-20
3391;58296945495;Mônica Machado;monica.machado2391@gmail.com;Campinas;11/03/2024
3679;535.425.628-31;Sebastião Silva;sebastiao.silva2679@gmail.com;SANTO ANDRÉ;06-09-24
5729;82859040676;Fábio Ribeiro;fabio.ribeiro4729@gmail.com;Rio de Janeiro;12-09-20
5271;94926511819;Célia Silva;celia.silva4271@gmail.com;são paulo;20-08-22
3739;554.645.334-60;Célia Assunção;celia.assuncao2739@gmail.com;Belo Horizonte;2022-03-18
2104;32204144789;Mônica Araújo;monica.araujo1104@gmail.com; Santo André  ;14-01-23
5061;99197936804;Válter Ribeiro;valter.ribeiro4061@gmail.com;CURITIBA;2020-07-01
6718;365.611.874-40;Luís Ribeiro;luis.ribeiro5718@gmail.com;Campinas;20/01/2023
4785;547.133.258-05;Fábio Peçanha;fabio.pecanha3785@gmail.com;Santo André;26-05-19
5714;10109459717;Maria Araújo;NULL;São Paulo;2025-02-05
1168;389.836.403-83;Maria Araújo;maria.araujo168@gmail.com;NITERÓI;2019-02-19
1382;299.123.478-46;Maria Machado;maria.machado382@gmail.com;CAMPINAS;24/01/2022
1276;06811492139;Sebastião Ribeiro;sebastiao.ribeiro276@gmail.com;Belo Horizonte;27/11/2024
10318;64100953844;Mônica Silva;contato1318@hotmail.com;belo horizonte;2022-02-14
4682;733.309.870-22;Célia Gonçalves;celia.goncalves3682@gmail.com;Valinhos;30/09/2020
3412;875.007.709-01;André Araújo;andre.araujo2412@gmail.com;VALINHOS;18-07-21
6789;476.938.950-78;João Assunção;joao.assuncao5789@gmail.com;Curitiba;04-10-20
4213;18778634164;Célia Simões;celia.simões3213@gmail.com;Sorocaba;2021-03-17
2748;3353004998;Fábio Machado;fabio.machado1748@gmail.com;Goiânia;30/04/2023
2814;96597442504;Mônica Machado;monica.machado1814@gmail.com;Belo Horizonte;2022-02-26
3602;746.030.231-70;Luís Barbosa;luis.barbosa2602@gmail.com;São Paulo;2020-07-29
3448;79825875348;Conceição Peçanha;conceicao.pecanha2448@gmail.com;Campinas;19-08-21
2309;09662702660;Antônio Assunção;antonio.assuncao1309@gmail.com;São Paulo;06/03/2021
1843;55778205880;Mônica Gonçalves;monica.goncalves843@gmail.com;Santo André;07/06/2025
3792;01729512674;Válter Peçanha;-;Niterói;25-12-19
1916;378.306.396-55;Célia Ribeiro;celia.ribeiro916@gmail.com;Goiânia;2025-06-26
1574;362.418.623-08;João Araújo;joao.araujo574@gmail.com; Santo André  ;2024-04-02
1218;42087375306;Mônica Souza;monica.souza218@gmail.com;Niterói;04/01/2020
2508;85327276627;Patrícia Araújo;patricia.araujo1508@gmail.com;Campinas;2019-09-08
13417;524.521.642-67;ANDRÉ SOUZA;contato4417@hotmail.com;SANTO ANDRÉ;2025-10-11
3123;8529645529;Maria Simões;maria.simões2123@gmail.com;Belo Horizonte;20/07/2024
1449;89354492614;Ana Souza;ana.souza449@gmail.com;niterói;04/02/2024
4004;460.100.697-00;João Silva;joao.silva3004@gmail.com;SOROCABA;25-06-20
2185;7429907458;José Machado;jose.machado1185@gmail.com;Niterói;29-11-23
4165;10966159241;Ana Gonçalves;ana.goncalves3165@gmail.com; Sorocaba  ;2025-02-19
2581;16681133924;Sebastião Simões;NULL;Campinas;18-04-22
3693;1618321560;Fábio Silva;-;BELO HORIZONTE;27-03-23
3458;976.834.875-54;Sebastião Silva;sebastiao.silva2458@gmail.com;Santo André;2022-03-01
2736;14193960641;Antônio Simões;antonio.simões1736@gmail.com;Campinas;23-05-20
6744;336.769.123-22;Patrícia Simões;patricia.simões5744@gmail.com;SÃO PAULO;2020-02-03
2334;82448500789;Célia Machado;celia.machado1334@gmail.com;niterói;02/02/2022
3287;81353764214;Célia Araújo;celia.araujo2287@gmail.com;RIO DE JANEIRO;05-01-23
4134;16983232801;Antônio Souza;antonio.souza3134@gmail.com;Valinhos;02/08/2021
4337;57299142619;Luís Souza;luis.souza3337@gmail.com;NITERÓI;2024-12-31
3405;57997062939;Maria Silva;maria.silva2405@gmail.com;Niterói;2023-09-28
6057;777.055.037-86;Célia Souza;celia.souza5057@gmail.com;Niterói;2024-04-20
5872;360.714.987-91;Ana Simões;ana.simões4872@gmail.com;Santo André;11-03-23
6135;35246247074;Mônica Simões;monica.simões5135@gmail.com;SOROCABA;08-04-21
4369;30922221219;Maria Peçanha;maria.pecanha3369@gmail.com;Rio de Janeiro;06/01/2025
3797;18149836780;Fábio Silva;fabio.silva2797@gmail.com;Campinas;2020-01-19
14551;734.953.810-31;ANA PEÇANHA;ana.pecanha5551@gmail.com;Campinas;09-12-22
1833;5195826323;João Machado;joao.machado833@gmail.com;Santo André;2021-04-05
2802;822837706;José Simões;jose.simões1802@gmail.com;Curitiba;04-07-24
2586;19082611023;Conceição Peçanha;conceicao.pecanha1586@gmail.com;belo horizonte;19-12-20
1229;22169958606;Fábio Araújo;fabio.araujo229@gmail.com;Curitiba;2020-06-30
5703;07500967055;Ana Barbosa;ana.barbosa4703@gmail.com;SANTO ANDRÉ;27/02/2024
2519;27240002004;Mônica Silva;monica.silva1519@gmail.com;Goiânia;10-08-25
6702;74870418754;André Simões;andre.simões5702@gmail.com;Goiânia;09/02/2024
12571;041.627.422-60;Mônica Araújo;contato3571@hotmail.com;Curitiba;07/10/2024
5077;53241266672;Mônica Silva;monica.silva4077@gmail.com;Curitiba;27/06/2019
6994;13341231528;Válter Araújo;valter.araujo5994@gmail.com;Sorocaba;2021-11-13
2297;96208059844;Ana Souza;ana.souza1297@gmail.com; Belo Horizonte  ;2025-07-02
3874;77347749620;Célia Ribeiro;celia.ribeiro2874@gmail.com;Valinhos;19-09-21
1549;30569067413;Maria Peçanha;maria.pecanha549@gmail.com;Valinhos;2022-02-25
6332;22254463934;Mônica Araújo;monica.araujo5332@gmail.com;Niterói;04-05-25
1751;43167045086;Ana Gonçalves;ana.goncalves751@gmail.com;Valinhos;08/04/2024
11175;17064857944;Célia Silva;celia.barbosa2175@gmail.com; Rio de Janeiro  ;2021-11-08
6236;009.563.944-69;Ana Gonçalves;ana.goncalves5236@gmail.com;Campinas;13/11/2024
5138;588.121.555-96;Antônio Barbosa;antonio.barbosa4138@gmail.com;Rio de Janeiro;30/08/2024
5465;99539720524;João Silva;joao.silva4465@gmail.com; Belo Horizonte  ;2020-12-11
